scan,rater_1,rater_2,rater_3,rater_4
sub-5823_ses-baseline__,yes,yes,yes,yes
sub-5835_ses-baseline__,yes,yes,yes,yes
sub-5837_ses-baseline__,yes,yes,yes,yes
sub-5841_ses-baseline__,yes,yes,yes,yes
sub-5842_ses-baseline__,yes,yes,yes,yes
sub-5869_ses-baseline__,yes,yes,yes,yes
sub-5870_ses-baseline__,yes,yes,yes,yes
sub-5872_ses-baseline__,yes,yes,yes,yes
sub-5874_ses-baseline__,yes,yes,yes,yes
sub-5883_ses-baseline__,yes,yes,yes,yes
sub-5886_ses-baseline__,yes,yes,yes,yes
sub-5891_ses-baseline__,yes,yes,yes,yes
sub-5924_ses-baseline__,yes,yes,yes,yes
sub-5925_ses-baseline__,yes,yes,no,no
sub-5932_ses-baseline__,yes,yes,yes,yes
sub-5937_ses-baseline__,yes,yes,yes,yes
sub-5940_ses-baseline__,yes,yes,yes,yes
sub-5946_ses-baseline__,yes,yes,yes,yes
sub-5956_ses-baseline__,yes,yes,yes,yes
sub-5963_ses-baseline__,yes,yes,yes,yes
sub-5971_ses-baseline__,no,yes,no,no
sub-5980_ses-baseline__,yes,yes,yes,yes
sub-5981_ses-baseline__,yes,yes,yes,yes
sub-5985_ses-baseline__,yes,yes,yes,yes
sub-5986_ses-baseline__,yes,yes,no,yes
sub-5988_ses-baseline__,yes,yes,yes,yes
