scan,rater_1,rater_2,rater_3,rater_4
sub-0722_ses-adnigomonth24_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0723_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0729_ses-adni2baseline_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0729_ses-adni2year2_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0746_ses-adni3screening_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0751_ses-adnigomonth6_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0759_ses-adnigomonth12_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0760_ses-adnigomonth6_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0767_ses-adnigomonth24_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0768_ses-adnigomonth12_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0771_ses-adnigomonth6_acq-MPRAGE_run-3,yes,yes,yes,yes
sub-0782_ses-adnigomonth36_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0783_ses-adni3screening_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0792_ses-adnigomonth6_acq-MPRAGE_run-3,yes,yes,yes,yes
sub-0793_ses-adnigomonth6_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0796_ses-adni3screening_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0800_ses-adnigomonth18_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0802_ses-adni2year2_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0802_ses-adni2year4_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0813_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0814_ses-adnibaseline_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0818_ses-adnigomonth12_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0821_ses-adni3screening_acq-MPRAGE_run-3,no,yes,no,no
sub-0821_ses-adnigomonth6_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0824_ses-adnigomonth24_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0830_ses-adnigomonth36_acq-MPRAGE_run-3,yes,yes,yes,yes
sub-0834_ses-adnigomonth24_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0839_ses-adnigomonth6_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0843_ses-adnigomonth6_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0855_ses-adnigomonth6_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0856_ses-adnigomonth18_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0862_ses-adni3screening_acq-MPRAGE_run-3,yes,yes,yes,yes
sub-0865_ses-adnigomonth18_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0866_ses-adnigomonth12_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0869_ses-adnigomonth36_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0873_ses-adnigomonth12_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0874_ses-adnigomonth24_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0874_ses-adnigomonth36_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0876_ses-adni3screening_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0876_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0878_ses-adnigomonth36_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0883_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0883_ses-adnigomonth12_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0883_ses-adnigomonth6_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0886_ses-adnigomonth12_acq-MPRAGE_run-3,yes,yes,yes,yes
sub-0890_ses-adnigomonth6_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0906_ses-adnigomonth24_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0908_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0908_ses-adnigomonth48_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0909_ses-adnigomonth6_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0912_ses-adni3screening_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0912_ses-adnibaseline_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0913_ses-adni3screening_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0914_ses-adnigomonth12_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0914_ses-adnigomonth24_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0915_ses-adnigomonth6_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0916_ses-adnigomonth24_acq-MPRAGE_run-3,yes,yes,yes,yes
sub-0920_ses-adnigomonth12_acq-MPRAGE_run-3,yes,yes,yes,yes
sub-0920_ses-adnigomonth24_acq-MPRAGE_run-4,yes,yes,yes,yes
sub-0922_ses-adni2year1_acq-SPGR_run-1,yes,yes,yes,yes
sub-0922_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0923_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0923_ses-adnigomonth6_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0925_ses-adnigomonth18_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0925_ses-adnigomonth18_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0925_ses-adnigomonth6_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0926_ses-adni2year2_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0928_ses-adnigomonth12_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0928_ses-adnigomonth18_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0934_ses-adni3screening_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0934_ses-adnigomonth12_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0934_ses-adnigomonth24_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0941_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0945_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0950_ses-adnigomonth12_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0952_ses-adni2baseline_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0956_ses-adnibaseline_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0957_ses-adni3screening_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0957_ses-adnigomonth6_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0961_ses-adnigomonth24_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0963_ses-adnigomonth36_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0963_ses-adnigomonth6_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0967_ses-adnigomonth6_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0969_ses-adni2year1_acq-MPRAGE_run-1,yes,yes,yes,yes
